resource_id,title,file_path,size_bytes,company,category,subtopic,estimated_minutes,xp_reward,revision_priority
"amcat-res-51-jumbled-paragraph-parajumbles","51 Jumbled Paragraph Parajumbles","/resources/amcat/51-jumbled-paragraph-parajumbles.pdf",315300,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-wordlist-mnemonics","Wordlist Mnemonics","/resources/amcat/wordlist-mnemonics.pdf",1407291,"amcat","Verbal Ability","",60,100,"medium"
"amcat-res-grammar_based_2001-2004_","Grammar Based 2001 2004","/resources/amcat/grammar_based_2001-2004_.pdf",1556627,"amcat","Verbal Ability","",60,100,"medium"
"amcat-res-grammar_with_laughter","Grammar with laughter","/resources/amcat/grammar_with_laughter.pdf",945216,"amcat","Verbal Ability","",30,50,"medium"
"amcat-res-grammar_book_2","GRAMMAR BOOK 2","/resources/amcat/grammar_book_2.pdf",985502,"amcat","Verbal Ability","",30,50,"medium"
"amcat-res-algebra_1999-2005_","Algebra 1999 2005","/resources/amcat/algebra_1999-2005_.pdf",3168576,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-algebra_1999_-_2005_solutions","Algebra 1999 2005 solutions","/resources/amcat/algebra_1999_-_2005_solutions.pdf",382673,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-arithmetic_2001-2005_solutions","Arithmetic 2001 2005 Solutions","/resources/amcat/arithmetic_2001-2005_solutions.pdf",1487061,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-arithmetic-cat_2001-2005_-_questions","Arithmetic CAT 2001 2005 Questions","/resources/amcat/arithmetic-cat_2001-2005_-_questions.pdf",91859,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-collection_of_algebraic_formulae","Collection Of Algebraic Formulae","/resources/amcat/collection_of_algebraic_formulae.pdf",46147,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-complete_vedic_maths","Complete Vedic Maths","/resources/amcat/complete_vedic_maths.pdf",655053,"amcat","Aptitude","",30,50,"medium"
"amcat-res-fractions_1-10","FRACTIONS 1 10","/resources/amcat/fractions_1-10.pdf",119504,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-fractions_11-20","FRACTIONS 11 20","/resources/amcat/fractions_11-20.pdf",102902,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-modern_maths_1999-2005_","Modern Maths 1999 2005","/resources/amcat/modern_maths_1999-2005_.pdf",2462736,"amcat","Aptitude","",60,100,"medium"
"amcat-res-modern_maths_cat_1999-2005-explanation","Modern Maths CAT 1999 2005 Explanation","/resources/amcat/modern_maths_cat_1999-2005-explanation.pdf",157932,"amcat","Aptitude","",30,50,"medium"
"amcat-res-remainder_theorem","Remainder theorem","/resources/amcat/remainder_theorem.pdf",58517,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-maths","maths","/resources/amcat/maths.pdf",1020918,"amcat","Aptitude","",60,100,"medium"
"amcat-res-geometry_mensuration_1999-2005_solutions","Geometry Mensuration 1999 2005 Solutions","/resources/amcat/geometry_mensuration_1999-2005_solutions.pdf",2981899,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-geometry_mensuration_1999-2005_","Geometry Mensuration 1999 2005","/resources/amcat/geometry_mensuration_1999-2005_.pdf",4098273,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-hkfmathfundas","HKFMathFundas","/resources/amcat/hkfmathfundas.pdf",2050763,"amcat","Aptitude","",60,100,"medium"
"amcat-res-maventic_guide","Maventic Guide","/resources/amcat/maventic_guide.pdf",95642,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-paragraph_completion_questions_and_answe","PARAGRAPH COMPLETION QUESTIONS and Answers","/resources/amcat/paragraph_completion_questions_and_answers.pdf",341622,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-paragraph_jumbles_40_questions_","Paragraph Jumbles 40 Questions","/resources/amcat/paragraph_jumbles_40_questions_.pdf",73591,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-c_programs","c programs","/resources/amcat/c_programs.docx",50608,"amcat","DSA","",30,50,"medium"
"amcat-res-data_structure","Data Structure","/resources/amcat/data_structure.pdf",103036,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-programming","programming","/resources/amcat/programming.pdf",781750,"amcat","DSA","",30,50,"medium"
"amcat-res-30-days-to-a-more-powerful-vocabulary","30 days to a more powerful vocabulary","/resources/amcat/30-days-to-a-more-powerful-vocabulary.pdf",10469898,"amcat","Previous Year Questions","",120,100,"medium"
"amcat-res-complete-rc-workbook","Complete RC Workbook","/resources/amcat/complete-rc-workbook.pdf",482671,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-english1","English1","/resources/amcat/english1.pdf",1132171,"amcat","Verbal Ability","",60,100,"medium"
"amcat-res-reference_list_of_synonyms","Reference List of Synonyms","/resources/amcat/reference_list_of_synonyms.pdf",299046,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-sentence_correction_questions","Sentence Correction Questions","/resources/amcat/sentence_correction_questions.doc",1220608,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-va_prep_1","VA Prep 1","/resources/amcat/va_prep_1.pdf",381352,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-va_prep_2","VA Prep 2","/resources/amcat/va_prep_2.pdf",431942,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-vocabulary_2001-2004_","Vocabulary 2001 2004","/resources/amcat/vocabulary_2001-2004_.pdf",3652247,"amcat","Previous Year Questions","",60,100,"medium"
"amcat-res-amcat-combined-v2","amcat combined v2","/resources/amcat/amcat-combined-v2.pdf",7877973,"amcat","Previous Year Questions","",120,100,"medium"
"amcat-res-amcatcse-computerscience","AMCATCSE ComputerScience","/resources/amcat/amcatcse-computerscience.pdf",300519,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-amcatenglish","AMCATENGLISH","/resources/amcat/amcatenglish.pdf",859384,"amcat","Verbal Ability","",30,50,"medium"
"amcat-res-amcatlogical","AMCATLogical","/resources/amcat/amcatlogical.pdf",685811,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-gm_amcat_quants","GM AMCAT QUANTS","/resources/amcat/gm_amcat_quants.pdf",753464,"amcat","Aptitude","",30,50,"medium"
"amcat-res-amcatcse-computerscience_1_","AMCATCSE ComputerScience 1","/resources/amcat/amcatcse-computerscience_1_.pdf",300519,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-amcatenglishpaper","AMCATEnglishPaper","/resources/amcat/amcatenglishpaper.pdf",357983,"amcat","Verbal Ability","",30,50,"medium"
"amcat-res-amcatlogical_1_","AMCATLogical 1","/resources/amcat/amcatlogical_1_.pdf",685811,"amcat","Previous Year Questions","",30,50,"medium"
"amcat-res-prepinsta_amcat_verbal_english","Prepinsta amcat verbal english","/resources/amcat/prepinsta_amcat_verbal_english.pdf",299540,"amcat","Verbal Ability","",30,50,"medium"
"general-res-aptitude_question_and_solutions_2","Aptitude question and solutions 2","/resources/general/aptitude_question_and_solutions_2.pdf",1254544,"general","Aptitude","",60,100,"medium"
"dsa-res-c_programming_data_structures_handwritte","C programming & Data structures Handwritten notes unp","/resources/dsa/c_programming_data_structures_handwritten_notes_unp.pdf",168935331,"dsa","DSA","",120,100,"medium"
"general-res-c_arrays_q_a_with_explana","C arrays q a with explana","/resources/general/c_arrays_q_a_with_explana.pdf",400495,"general","Previous Year Questions","",30,50,"medium"
"general-res-c_programs_input_outputs_questions_13pgs","C programs input outputs questions 13pgs","/resources/general/c_programs_input_outputs_questions_13pgs_.pdf",74314,"general","DSA","",30,50,"medium"
"capgemini-res-5_6188503387646984263","5_6188503387646984263","/resources/capgemini/5_6188503387646984263.pdf",491527,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6197245600304463928","5_6197245600304463928","/resources/capgemini/5_6197245600304463928.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capegemini_","Capegemini","/resources/capgemini/capegemini_.docx",562242,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_2_papers_1_","capgemini 2 papers 1","/resources/capgemini/capgemini_2_papers_1_.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_2_papers","capgemini 2 papers","/resources/capgemini/capgemini_2_papers.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_-_campus_3_-_ii_-_capgemini_in","Capgemini Campus 3 ii Capgemini India","/resources/capgemini/capgemini_-_campus_3_-_ii_-_capgemini_india.htm",50480,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-written_english_test_-_i_-_capgemini_ind","Written English Test i Capgemini Indiar","/resources/capgemini/written_english_test_-_i_-_capgemini_indiar.htm",15905,"capgemini","Verbal Ability","",30,50,"medium"
"capgemini-res-capgemini_papers_1_","capgemini papers 1","/resources/capgemini/capgemini_papers_1_.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_papers_2_","capgemini papers 2","/resources/capgemini/capgemini_papers_2_.pdf",491527,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_placement_papers_pdf_download","Capgemini Placement Papers PDF Download","/resources/capgemini/capgemini_placement_papers_pdf_download.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_placement_papers","Capgemini Placement Papers","/resources/capgemini/capgemini_placement_papers.pdf",894584,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini_pseudo_codes","Capgemini pseudo codes","/resources/capgemini/capgemini_pseudo_codes.doc",235008,"capgemini","Core Subjects","",30,50,"medium"
"capgemini-res-capgemini_recruitment_drive_","Capgemini recruitment drive","/resources/capgemini/capgemini_recruitment_drive_.pdf",887988,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-capgemini-aptitude-questions-and-answers","Capgemini Aptitude Questions and Answers","/resources/capgemini/capgemini-aptitude-questions-and-answers.pdf",112391,"capgemini","Aptitude","",30,50,"medium"
"capgemini-res-capgemini-logical-reasoning-questions-an","Capgemini Logical Reasoning Questions and Answers","/resources/capgemini/capgemini-logical-reasoning-questions-and-answers.pdf",87962,"capgemini","Aptitude","",30,50,"medium"
"capgemini-res-capgemini_17_18","Capgemini 17 18","/resources/capgemini/capgemini_17_18.pdf",510285,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080003232325697674","5_6080003232325697674","/resources/capgemini/5_6080003232325697674.pdf",414102,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080003232325697675","5_6080003232325697675","/resources/capgemini/5_6080003232325697675.pdf",253366,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080132373402353907","5_6080132373402353907","/resources/capgemini/5_6080132373402353907.pdf",289840,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080132373402353908","5_6080132373402353908","/resources/capgemini/5_6080132373402353908.pdf",523497,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080132373402353909","5_6080132373402353909","/resources/capgemini/5_6080132373402353909.pdf",607573,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080132373402353910","5_6080132373402353910","/resources/capgemini/5_6080132373402353910.pdf",276264,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5_6080132373402353911","5_6080132373402353911","/resources/capgemini/5_6080132373402353911.pdf",259851,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-1","1","/resources/capgemini/1.html",49763,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-10","10","/resources/capgemini/10.html",45837,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-11","11","/resources/capgemini/11.html",15446,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-12","12","/resources/capgemini/12.html",49578,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-13","13","/resources/capgemini/13.html",45911,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-14","14","/resources/capgemini/14.html",15455,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-15","15","/resources/capgemini/15.html",49229,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-16","16","/resources/capgemini/16.html",46895,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-17","17","/resources/capgemini/17.html",15510,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-2","2","/resources/capgemini/2.html",46322,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-3","3","/resources/capgemini/3.html",15463,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-4","4","/resources/capgemini/4.html",50116,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-5","5","/resources/capgemini/5.html",45922,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-6","6","/resources/capgemini/6.html",49474,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-7","7","/resources/capgemini/7.html",45754,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-8","8","/resources/capgemini/8.html",15414,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-9","9","/resources/capgemini/9.html",49859,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-pi_capgemini_computer_fundamentals","PI Capgemini Computer Fundamentals","/resources/capgemini/pi_capgemini_computer_fundamentals.pdf",491527,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-prepinsta_capgemini_apti","Prepinsta CapGemini apti","/resources/capgemini/prepinsta_capgemini_apti.pdf",964612,"capgemini","Aptitude","",30,50,"medium"
"capgemini-res-prepinsta_capgemini_computer","Prepinsta Capgemini computer","/resources/capgemini/prepinsta_capgemini_computer.pdf",491527,"capgemini","Previous Year Questions","",30,50,"medium"
"capgemini-res-prepinsta_capgemini_logical_reasoning","Prepinsta CapGemini Logical Reasoning","/resources/capgemini/prepinsta_capgemini_logical_reasoning.pdf",5911882,"capgemini","Aptitude","",120,100,"medium"
"cocubes-res-5_6183688909696794694","5_6183688909696794694","/resources/cocubes/5_6183688909696794694.pdf",523218,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-5_6183688909696794696","5_6183688909696794696","/resources/cocubes/5_6183688909696794696.pdf",433034,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-5_6183688909696794697","5_6183688909696794697","/resources/cocubes/5_6183688909696794697.pdf",523218,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-5_6183999788019613738","5_6183999788019613738","/resources/cocubes/5_6183999788019613738.pdf",523218,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-5_6298615117776945221","5_6298615117776945221","/resources/cocubes/5_6298615117776945221.pdf",774760,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-85716801-cocubes-exam-ques","85716801 CoCubes Exam Ques","/resources/cocubes/85716801-cocubes-exam-ques.pdf",35887,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-co_cubes_quant","co cubes quant","/resources/cocubes/co_cubes_quant.pdf",523218,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-cocubes_english-1-1","Cocubes English 1 1","/resources/cocubes/cocubes_english-1-1.pdf",433034,"cocubes","Verbal Ability","",30,50,"medium"
"cocubes-res-cocubescomputerfundamentals-1","CocubesComputerFundamentals 1","/resources/cocubes/cocubescomputerfundamentals-1.pdf",238106,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-cocubescomputerfundamentals-2","CocubesComputerFundamentals 2","/resources/cocubes/cocubescomputerfundamentals-2.pdf",238106,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-cocubescomputerfundamentals","CocubesComputerFundamentals","/resources/cocubes/cocubescomputerfundamentals.pdf",238106,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-cocubesenglish-1","CocubesEnglish 1","/resources/cocubes/cocubesenglish-1.pdf",404168,"cocubes","Verbal Ability","",30,50,"medium"
"cocubes-res-cocubesenglish","CocubesEnglish","/resources/cocubes/cocubesenglish.pdf",404168,"cocubes","Verbal Ability","",30,50,"medium"
"cocubes-res-cocubeslogical","CocubesLogical","/resources/cocubes/cocubeslogical.pdf",5619465,"cocubes","Previous Year Questions","",120,100,"medium"
"cocubes-res-cocubesquants_1_-1","CocubesQuants 1 1","/resources/cocubes/cocubesquants_1_-1.pdf",397818,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-cocubesquants_1_-2","CocubesQuants 1 2","/resources/cocubes/cocubesquants_1_-2.pdf",397818,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-cocubesquants_1_","CocubesQuants 1","/resources/cocubes/cocubesquants_1_.pdf",397818,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-cocubes_english_gp","Cocubes English GP","/resources/cocubes/cocubes_english_gp.pdf",500876,"cocubes","Verbal Ability","",30,50,"medium"
"cocubes-res-gm_cocubes_quants-1","GM Cocubes Quants 1","/resources/cocubes/gm_cocubes_quants-1.pdf",523218,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-gm_cocubes_quants-2","GM Cocubes Quants 2","/resources/cocubes/gm_cocubes_quants-2.pdf",523218,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-gm_cocubes_quants","GM Cocubes Quants","/resources/cocubes/gm_cocubes_quants.pdf",523218,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-gp_cocubes_quants","GP Cocubes Quants","/resources/cocubes/gp_cocubes_quants.pdf",528845,"cocubes","Aptitude","",30,50,"medium"
"cocubes-res-kupdf.net_cocubes-study-material_1_","kupdf.net cocubes study material 1","/resources/cocubes/kupdf.net_cocubes-study-material_1_.pdf",292149,"cocubes","Previous Year Questions","",30,50,"medium"
"cocubes-res-prepinsta_cocubes_material_pre_yrs_","Prepinsta cocubes material pre yrs","/resources/cocubes/prepinsta_cocubes_material_pre_yrs_.pdf",774760,"cocubes","Previous Year Questions","",30,50,"medium"
"general-res-code_by_k_v_s_n","CODE BY K V S N","/resources/general/code_by_k_v_s_n.pdf",1598714,"general","Previous Year Questions","",60,100,"medium"
"general-res-code_with_c_raspberrypi_92pg_","Code with c raspberrypi 92pg","/resources/general/code_with_c_raspberrypi_92pg_.pdf",5028451,"general","Previous Year Questions","",120,100,"medium"
"cognizant-res-cognizant_sample_paper_","Cognizant sample paper","/resources/cognizant/cognizant_sample_paper_.pdf",168969,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-cognizant-aptitude-questions-and-answers","Cognizant Aptitude Questions and Answers","/resources/cognizant/cognizant-aptitude-questions-and-answers.pdf",112397,"cognizant","Aptitude","",30,50,"medium"
"cognizant-res-cognizant-autometa","Cognizant Autometa","/resources/cognizant/cognizant-autometa.pdf",812238,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-cognizant-previous-year-paper","Cognizant Previous Year paper","/resources/cognizant/cognizant-previous-year-paper.pdf",168969,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-cognizant-reasoning-questions-and-answer","Cognizant Reasoning Questions and Answers","/resources/cognizant/cognizant-reasoning-questions-and-answers.pdf",92788,"cognizant","Aptitude","",30,50,"medium"
"cognizant-res-cognizant-verbal-ability-questions-and-a","Cognizant Verbal Ability Questions and Answers","/resources/cognizant/cognizant-verbal-ability-questions-and-answers.pdf",117911,"cognizant","Verbal Ability","",30,50,"medium"
"cognizant-res-5_6080003232325697671","5_6080003232325697671","/resources/cognizant/5_6080003232325697671.pdf",282837,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080003232325697672","5_6080003232325697672","/resources/cognizant/5_6080003232325697672.pdf",348510,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080003232325697673","5_6080003232325697673","/resources/cognizant/5_6080003232325697673.pdf",434404,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080003232325697676","5_6080003232325697676","/resources/cognizant/5_6080003232325697676.pdf",434404,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080003232325697677","5_6080003232325697677","/resources/cognizant/5_6080003232325697677.pdf",5062468,"cognizant","Previous Year Questions","",120,100,"medium"
"cognizant-res-5_6080003232325697678","5_6080003232325697678","/resources/cognizant/5_6080003232325697678.pdf",288577,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080003232325697679","5_6080003232325697679","/resources/cognizant/5_6080003232325697679.pdf",1003783,"cognizant","Previous Year Questions","",60,100,"medium"
"cognizant-res-5_6080132373402353889","5_6080132373402353889","/resources/cognizant/5_6080132373402353889.pdf",3263820,"cognizant","Previous Year Questions","",60,100,"medium"
"cognizant-res-5_6080132373402353890","5_6080132373402353890","/resources/cognizant/5_6080132373402353890.pdf",3360165,"cognizant","Previous Year Questions","",60,100,"medium"
"cognizant-res-5_6080132373402353891","5_6080132373402353891","/resources/cognizant/5_6080132373402353891.pdf",288623,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353892","5_6080132373402353892","/resources/cognizant/5_6080132373402353892.pdf",353813,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353893","5_6080132373402353893","/resources/cognizant/5_6080132373402353893.pdf",240397,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353894","5_6080132373402353894","/resources/cognizant/5_6080132373402353894.pdf",466948,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353895","5_6080132373402353895","/resources/cognizant/5_6080132373402353895.pdf",466468,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353896","5_6080132373402353896","/resources/cognizant/5_6080132373402353896.pdf",358882,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353897","5_6080132373402353897","/resources/cognizant/5_6080132373402353897.pdf",436489,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353898","5_6080132373402353898","/resources/cognizant/5_6080132373402353898.pdf",282117,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353899","5_6080132373402353899","/resources/cognizant/5_6080132373402353899.pdf",732369,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353900","5_6080132373402353900","/resources/cognizant/5_6080132373402353900.pdf",302697,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353901","5_6080132373402353901","/resources/cognizant/5_6080132373402353901.pdf",742595,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353902","5_6080132373402353902","/resources/cognizant/5_6080132373402353902.pdf",291683,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353903","5_6080132373402353903","/resources/cognizant/5_6080132373402353903.pdf",245622,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353904","5_6080132373402353904","/resources/cognizant/5_6080132373402353904.pdf",323488,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353905","5_6080132373402353905","/resources/cognizant/5_6080132373402353905.pdf",347254,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353906","5_6080132373402353906","/resources/cognizant/5_6080132373402353906.pdf",5062468,"cognizant","Previous Year Questions","",120,100,"medium"
"cognizant-res-5_6080132373402353912","5_6080132373402353912","/resources/cognizant/5_6080132373402353912.pdf",400579,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-5_6080132373402353913","5_6080132373402353913","/resources/cognizant/5_6080132373402353913.pdf",2808832,"cognizant","Previous Year Questions","",60,100,"medium"
"cognizant-res-cts_quest_papers","CTS quest papers","/resources/cognizant/cts_quest_papers.pdf",676113,"cognizant","Previous Year Questions","",30,50,"medium"
"cognizant-res-cts_sample_paper_q_a","CTS sample paper q a","/resources/cognizant/cts_sample_paper_q_a.pdf",168969,"cognizant","Previous Year Questions","",30,50,"medium"
"general-res-comprehensive_interview_material_online_","Comprehensive interview material online study4u 61pgs","/resources/general/comprehensive_interview_material_online_study4u_61pgs_.pdf",1278907,"general","Interview Prep","",60,100,"medium"
"general-res-copy_of_www.entrance-exam.net_-_www.entr","Copy of www.entrance exam.net www.entrance exam.net Grammar Practice for Elementary Students","/resources/general/copy_of_www.entrance-exam.net_-_www.entrance-exam.net_-grammar_practice_for_elementary_students.pdf",2026544,"general","Verbal Ability","",60,100,"medium"
"general-res-cracking_interview","cracking interview","/resources/general/cracking_interview.pdf",4050550,"general","Interview Prep","",60,100,"medium"
"general-res-cracking_the_coding_interview","Cracking the Coding Interview","/resources/general/cracking_the_coding_interview.pdf",4050550,"general","DSA","",60,100,"medium"
"general-res-dbms_interview_questions_","Dbms interview questions","/resources/general/dbms_interview_questions_.pdf",109826,"general","Interview Prep","",30,50,"medium"
"general-res-dbms_interview_questions_s","Dbms interview questions s","/resources/general/dbms_interview_questions_s.pdf",112062,"general","Interview Prep","",30,50,"medium"
"general-res-dbms_interview_questions_ss","Dbms interview questions ss","/resources/general/dbms_interview_questions_ss.pdf",185867,"general","Interview Prep","",30,50,"medium"
"dell-res-dell-aptitude-questions-and-answers","Dell Aptitude Questions and Answers","/resources/dell/dell-aptitude-questions-and-answers.pdf",93508,"dell","Aptitude","",30,50,"medium"
"dell-res-dell-logical-reasoning-questions-and-ans","Dell Logical Reasoning Questions and Answers","/resources/dell/dell-logical-reasoning-questions-and-answers.pdf",98601,"dell","Aptitude","",30,50,"medium"
"dell-res-dell-verbal-ability-questions-and-answer","Dell Verbal Ability Questions and Answers","/resources/dell/dell-verbal-ability-questions-and-answers.pdf",80971,"dell","Verbal Ability","",30,50,"medium"
"deloitte-res-delloite","Delloite","/resources/deloitte/delloite.docx",27569,"deloitte","Previous Year Questions","",30,50,"medium"
"deloitte-res-jam","JAM","/resources/deloitte/jam.docx",35101,"deloitte","Previous Year Questions","",30,50,"medium"
"general-res-dsa_handwritten_guide_beginner_to_advanc","DSA Handwritten guide Beginner to Advanced","/resources/general/dsa_handwritten_guide_beginner_to_advanced_.pdf",17709514,"general","DSA","",120,100,"medium"
"general-res-durgasoft_crt_aptitude","Durgasoft CRT Aptitude","/resources/general/durgasoft_crt_aptitude.pdf",1097995,"general","Aptitude","",60,100,"medium"
"general-res-durgasoft_python_book_","Durgasoft python book","/resources/general/durgasoft_python_book_.pdf",8220166,"general","DSA","",120,100,"medium"
"general-res-ehthical_hacking_book_tutorials_point","Ehthical hacking book tutorials point","/resources/general/ehthical_hacking_book_tutorials_point.pdf",2879778,"general","Previous Year Questions","",60,100,"medium"
"elitmus-res-1._elitmus_completely_solved_set","1. Elitmus Completely Solved Set","/resources/elitmus/1._elitmus_completely_solved_set.pdf",1254544,"elitmus","Previous Year Questions","",60,100,"medium"
"elitmus-res-elitmus-aptitude","eLitmus Aptitude","/resources/elitmus/elitmus-aptitude.pdf",175343,"elitmus","Aptitude","",30,50,"medium"
"elitmus-res-elitmus-logical-reasoning","eLitmus Logical Reasoning","/resources/elitmus/elitmus-logical-reasoning.pdf",120900,"elitmus","Aptitude","",30,50,"medium"
"elitmus-res-elitmus-verbal-ability","eLitmus Verbal Ability","/resources/elitmus/elitmus-verbal-ability.pdf",116982,"elitmus","Verbal Ability","",30,50,"medium"
"epam-res-5_6141199734540337186","5_6141199734540337186","/resources/epam/5_6141199734540337186.pdf",114889,"epam","Previous Year Questions","",30,50,"medium"
"epam-res-epam_round_1_question_paper","epam round 1 question paper","/resources/epam/epam_round_1_question_paper.pdf",8660081,"epam","Previous Year Questions","",120,100,"medium"
"general-res-face_aptitude_primer_","FACE Aptitude primer","/resources/general/face_aptitude_primer_.pdf",476651,"general","Aptitude","",30,50,"medium"
