resource_id,title,file_path,size_bytes,company,category,subtopic,estimated_minutes,xp_reward,revision_priority
"general-res-geometry_and_equations_final","Geometry and Equations Final","/resources/general/geometry_and_equations_final.pdf",909613,"general","Previous Year Questions","",30,50,"medium"
"general-res-good_interview_c_program_and_notes","GOOD Interview c program and notes","/resources/general/good_interview_c_program_and_notes.pdf",1598714,"general","DSA","",60,100,"medium"
"hcl-res-5_6057390366951211205","5_6057390366951211205","/resources/hcl/5_6057390366951211205.pdf",239648,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057736970811998411","5_6057736970811998411","/resources/hcl/5_6057736970811998411.pdf",72349,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057736970811998412","5_6057736970811998412","/resources/hcl/5_6057736970811998412.pdf",68082,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057736970811998413","5_6057736970811998413","/resources/hcl/5_6057736970811998413.docx",15382,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057736970811998414","5_6057736970811998414","/resources/hcl/5_6057736970811998414.pdf",58583,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398310","5_6057882561613398310","/resources/hcl/5_6057882561613398310.pdf",67086,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398311","5_6057882561613398311","/resources/hcl/5_6057882561613398311.pdf",91169,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398312","5_6057882561613398312","/resources/hcl/5_6057882561613398312.pdf",89243,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398313","5_6057882561613398313","/resources/hcl/5_6057882561613398313.pdf",58583,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398314","5_6057882561613398314","/resources/hcl/5_6057882561613398314.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398315","5_6057882561613398315","/resources/hcl/5_6057882561613398315.pdf",61819,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398316","5_6057882561613398316","/resources/hcl/5_6057882561613398316.pdf",68082,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398317","5_6057882561613398317","/resources/hcl/5_6057882561613398317.pdf",67086,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398318","5_6057882561613398318","/resources/hcl/5_6057882561613398318.pdf",91169,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398319","5_6057882561613398319","/resources/hcl/5_6057882561613398319.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398320","5_6057882561613398320","/resources/hcl/5_6057882561613398320.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398321","5_6057882561613398321","/resources/hcl/5_6057882561613398321.pdf",72349,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398322","5_6057882561613398322","/resources/hcl/5_6057882561613398322.pdf",72349,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6057882561613398323","5_6057882561613398323","/resources/hcl/5_6057882561613398323.pdf",81365,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6059688037015617675","5_6059688037015617675","/resources/hcl/5_6059688037015617675.pdf",81365,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6059688037015617676","5_6059688037015617676","/resources/hcl/5_6059688037015617676.pdf",74159,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6059688037015617677","5_6059688037015617677","/resources/hcl/5_6059688037015617677.pdf",61819,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6059688037015617678","5_6059688037015617678","/resources/hcl/5_6059688037015617678.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6059688037015617679","5_6059688037015617679","/resources/hcl/5_6059688037015617679.pdf",72349,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_aptitude_test_3","Hcl aptitude test 3","/resources/hcl/hcl_aptitude_test_3.pdf",89243,"hcl","Aptitude","",30,50,"medium"
"hcl-res-hcl_aptitude_test","Hcl aptitude test","/resources/hcl/hcl_aptitude_test.pdf",91169,"hcl","Aptitude","",30,50,"medium"
"hcl-res-hcl_placement_papers_1_","Hcl placement papers 1","/resources/hcl/hcl_placement_papers_1_.pdf",239648,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_placement_papers_","Hcl placement papers","/resources/hcl/hcl_placement_papers_.pdf",239648,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080003232325697680","5_6080003232325697680","/resources/hcl/5_6080003232325697680.pdf",188510,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080003232325697681","5_6080003232325697681","/resources/hcl/5_6080003232325697681.pdf",226871,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080003232325697682","5_6080003232325697682","/resources/hcl/5_6080003232325697682.pdf",228783,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353914","5_6080132373402353914","/resources/hcl/5_6080132373402353914.pdf",234110,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353915","5_6080132373402353915","/resources/hcl/5_6080132373402353915.pdf",230665,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353916","5_6080132373402353916","/resources/hcl/5_6080132373402353916.pdf",220518,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353917","5_6080132373402353917","/resources/hcl/5_6080132373402353917.pdf",193149,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353918","5_6080132373402353918","/resources/hcl/5_6080132373402353918.pdf",489611,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353919","5_6080132373402353919","/resources/hcl/5_6080132373402353919.pdf",353363,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353920","5_6080132373402353920","/resources/hcl/5_6080132373402353920.pdf",182813,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353921","5_6080132373402353921","/resources/hcl/5_6080132373402353921.pdf",217028,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353922","5_6080132373402353922","/resources/hcl/5_6080132373402353922.pdf",250006,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353923","5_6080132373402353923","/resources/hcl/5_6080132373402353923.pdf",256948,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353924","5_6080132373402353924","/resources/hcl/5_6080132373402353924.pdf",484088,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-5_6080132373402353925","5_6080132373402353925","/resources/hcl/5_6080132373402353925.pdf",295767,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_sample_paper_1_","Hcl sample paper 1","/resources/hcl/hcl_sample_paper_1_.pdf",81365,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_sample_paper_","Hcl sample paper","/resources/hcl/hcl_sample_paper_.pdf",81365,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_technical_test_2","Hcl technical test 2","/resources/hcl/hcl_technical_test_2.pdf",74159,"hcl","Core Subjects","",30,50,"medium"
"hcl-res-hcl_technical_test_3","Hcl technical test 3","/resources/hcl/hcl_technical_test_3.pdf",68082,"hcl","Core Subjects","",30,50,"medium"
"hcl-res-hcl_technical_test_4","Hcl technical test 4","/resources/hcl/hcl_technical_test_4.pdf",61819,"hcl","Core Subjects","",30,50,"medium"
"hcl-res-hcl_technical_test","Hcl technical test","/resources/hcl/hcl_technical_test.pdf",58583,"hcl","Core Subjects","",30,50,"medium"
"hcl-res-hcl_technologies_pape","Hcl technologies pape","/resources/hcl/hcl_technologies_pape.pdf",67086,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_technologies_paper_2","Hcl technologies paper 2","/resources/hcl/hcl_technologies_paper_2.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_technologies_paper","Hcl technologies paper","/resources/hcl/hcl_technologies_paper.pdf",58406,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_technologies_paperr","Hcl technologies paperr","/resources/hcl/hcl_technologies_paperr.pdf",67086,"hcl","Previous Year Questions","",30,50,"medium"
"hcl-res-hcl_technology_test_3","Hcl technology test 3","/resources/hcl/hcl_technology_test_3.pdf",68082,"hcl","Previous Year Questions","",30,50,"medium"
"hexaware-res-hexaware","Hexaware","/resources/hexaware/hexaware.docx",25035,"hexaware","Previous Year Questions","",30,50,"medium"
"general-res-hr_interview_handwritten_notes","HR interview handwritten notes","/resources/general/hr_interview_handwritten_notes.pdf",7076551,"general","Interview Prep","",120,100,"medium"
"huawei-tech-res-huawei_tech","HUAWEI TECH","/resources/huawei-tech/huawei_tech.doc",19968,"huawei-tech","Previous Year Questions","",30,50,"medium"
"huawei-tech-res-huaweii","HUAWEII","/resources/huawei-tech/huaweii.docx",19922,"huawei-tech","Previous Year Questions","",30,50,"medium"
"ibm-res-2395-ibm-placement-chennai-09th-oct-2010","2395 ibm placement chennai 09th oct 2010","/resources/ibm/2395-ibm-placement-chennai-09th-oct-2010.doc",31744,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-emailing_5_6194916907691278591","Emailing 5 6194916907691278591","/resources/ibm/emailing_5_6194916907691278591.pdf",250936,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_english_assessment_test","IBM english assessment test","/resources/ibm/ibm_english_assessment_test.txt",2705,"ibm","Verbal Ability","",30,50,"medium"
"ibm-res-ibm_english_assssment","IBM English Assssment","/resources/ibm/ibm_english_assssment.pdf",10052,"ibm","Verbal Ability","",30,50,"medium"
"ibm-res-ibm_number_series_from_m4maths","ibm number series from m4maths","/resources/ibm/ibm_number_series_from_m4maths.pdf",24215,"ibm","Aptitude","",30,50,"medium"
"ibm-res-ibm_papers_and_pattern","IBM papers and Pattern","/resources/ibm/ibm_papers_and_pattern.docx",15612,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697683","5_6080003232325697683","/resources/ibm/5_6080003232325697683.pdf",641664,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697684","5_6080003232325697684","/resources/ibm/5_6080003232325697684.pdf",239599,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697685","5_6080003232325697685","/resources/ibm/5_6080003232325697685.pdf",215533,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697686","5_6080003232325697686","/resources/ibm/5_6080003232325697686.pdf",217258,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697687","5_6080003232325697687","/resources/ibm/5_6080003232325697687.pdf",290472,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697688","5_6080003232325697688","/resources/ibm/5_6080003232325697688.pdf",729357,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697689","5_6080003232325697689","/resources/ibm/5_6080003232325697689.pdf",223902,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697690","5_6080003232325697690","/resources/ibm/5_6080003232325697690.pdf",242186,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697691","5_6080003232325697691","/resources/ibm/5_6080003232325697691.pdf",452996,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080003232325697692","5_6080003232325697692","/resources/ibm/5_6080003232325697692.pdf",203379,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353926","5_6080132373402353926","/resources/ibm/5_6080132373402353926.pdf",639451,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353927","5_6080132373402353927","/resources/ibm/5_6080132373402353927.pdf",297762,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353928","5_6080132373402353928","/resources/ibm/5_6080132373402353928.pdf",308914,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353929","5_6080132373402353929","/resources/ibm/5_6080132373402353929.pdf",314515,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353930","5_6080132373402353930","/resources/ibm/5_6080132373402353930.pdf",204794,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353931","5_6080132373402353931","/resources/ibm/5_6080132373402353931.pdf",204771,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353932","5_6080132373402353932","/resources/ibm/5_6080132373402353932.pdf",233843,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353933","5_6080132373402353933","/resources/ibm/5_6080132373402353933.pdf",233843,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353934","5_6080132373402353934","/resources/ibm/5_6080132373402353934.pdf",189475,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353935","5_6080132373402353935","/resources/ibm/5_6080132373402353935.pdf",217332,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353936","5_6080132373402353936","/resources/ibm/5_6080132373402353936.pdf",278177,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353937","5_6080132373402353937","/resources/ibm/5_6080132373402353937.pdf",572437,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353938","5_6080132373402353938","/resources/ibm/5_6080132373402353938.pdf",301697,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353939","5_6080132373402353939","/resources/ibm/5_6080132373402353939.pdf",703407,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353940","5_6080132373402353940","/resources/ibm/5_6080132373402353940.pdf",649582,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353941","5_6080132373402353941","/resources/ibm/5_6080132373402353941.pdf",724200,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353942","5_6080132373402353942","/resources/ibm/5_6080132373402353942.pdf",840832,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353943","5_6080132373402353943","/resources/ibm/5_6080132373402353943.pdf",199355,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353944","5_6080132373402353944","/resources/ibm/5_6080132373402353944.pdf",266902,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353945","5_6080132373402353945","/resources/ibm/5_6080132373402353945.pdf",411530,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353946","5_6080132373402353946","/resources/ibm/5_6080132373402353946.pdf",216505,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353947","5_6080132373402353947","/resources/ibm/5_6080132373402353947.pdf",232968,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353948","5_6080132373402353948","/resources/ibm/5_6080132373402353948.pdf",313054,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353949","5_6080132373402353949","/resources/ibm/5_6080132373402353949.pdf",245119,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353950","5_6080132373402353950","/resources/ibm/5_6080132373402353950.pdf",222317,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353951","5_6080132373402353951","/resources/ibm/5_6080132373402353951.pdf",247601,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353952","5_6080132373402353952","/resources/ibm/5_6080132373402353952.pdf",223451,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353953","5_6080132373402353953","/resources/ibm/5_6080132373402353953.pdf",196750,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353954","5_6080132373402353954","/resources/ibm/5_6080132373402353954.pdf",242199,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353955","5_6080132373402353955","/resources/ibm/5_6080132373402353955.pdf",255629,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353956","5_6080132373402353956","/resources/ibm/5_6080132373402353956.pdf",553130,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353957","5_6080132373402353957","/resources/ibm/5_6080132373402353957.pdf",314507,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353958","5_6080132373402353958","/resources/ibm/5_6080132373402353958.pdf",290651,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-5_6080132373402353959","5_6080132373402353959","/resources/ibm/5_6080132373402353959.pdf",173538,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_programs","ibm programs","/resources/ibm/ibm_programs.pdf",250936,"ibm","DSA","",30,50,"medium"
"ibm-res-ibm_puzzle_solution","ibm puzzle solution","/resources/ibm/ibm_puzzle_solution.docx",11068,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_series","ibm series","/resources/ibm/ibm_series.txt",18625,"ibm","Aptitude","",30,50,"medium"
"ibm-res-ibm_shared_by_placed_guy","IBM shared by placed guy","/resources/ibm/ibm_shared_by_placed_guy.txt",3887,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_written_test_1_","IBM written test 1","/resources/ibm/ibm_written_test_1_.pdf",22564,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_written_test","ibm written test","/resources/ibm/ibm_written_test.pdf",25406,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_1_","IBM 1","/resources/ibm/ibm_1_.docx",24357,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm-number-series-questions-and-solution","IBM Number Series Questions and Solutions","/resources/ibm/ibm-number-series-questions-and-solutions.pdf",82516,"ibm","Aptitude","",30,50,"medium"
"ibm-res-ibm-written-test","IBM written test","/resources/ibm/ibm-written-test.pdf",25406,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm","ibm","/resources/ibm/ibm.docx",14480,"ibm","Previous Year Questions","",30,50,"medium"
"ibm-res-ibm_papers","IBM papers","/resources/ibm/ibm_papers.pdf",535180,"ibm","Previous Year Questions","",30,50,"medium"
"general-res-imp_coding_questions_with_solutions_","Imp coding questions with solutions","/resources/general/imp_coding_questions_with_solutions_.pdf",446514,"general","DSA","",30,50,"medium"
"infosys-res-5_6141092154199507003","5_6141092154199507003","/resources/infosys/5_6141092154199507003.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6141092154199507004","5_6141092154199507004","/resources/infosys/5_6141092154199507004.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6141199734540337183","5_6141199734540337183","/resources/infosys/5_6141199734540337183.pdf",342980,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6141199734540337192","5_6141199734540337192","/resources/infosys/5_6141199734540337192.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6183919695469477981","5_6183919695469477981","/resources/infosys/5_6183919695469477981.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-5_6201790272704086054","5_6201790272704086054","/resources/infosys/5_6201790272704086054.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-call_their_office","call+their=office","/resources/infosys/call_their_office.docx",12035,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-copy_of_infy_verbal","Copy of Infy verbal","/resources/infosys/copy_of_infy_verbal.docx",24440,"infosys","Verbal Ability","",30,50,"medium"
"infosys-res-copy_of_logical_cryptarithmetic_i","Copy of Logical Cryptarithmetic I","/resources/infosys/copy_of_logical_cryptarithmetic_i.docx",48415,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-copy_of_test6","Copy of TEST6","/resources/infosys/copy_of_test6.htm",6260,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-iitk_infy_paper_students3k.com_","IITK INFY PAPER [Students3k.com]","/resources/infosys/iitk_infy_paper_students3k.com_.pdf",233024,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infi_crack","infi crack","/resources/infosys/infi_crack.txt",2460,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-info_ppr4","Info ppr4","/resources/infosys/info_ppr4.pdf",114889,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosy_letest_pattern","INFOSY LETEST PATTERN","/resources/infosys/infosy_letest_pattern.docx",14375,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosya_paid_4","Infosya paid 4","/resources/infosys/infosya_paid_4.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_-aptitude-model_papers_147317792","INFOSYS APTITUDE MODEL PAPERS 1473177928759","/resources/infosys/infosys_-aptitude-model_papers_1473177928759.pdf",351028,"infosys","Aptitude","",30,50,"medium"
"infosys-res-infosys_interview_experience_2014_off_ca","Infosys interview experience 2014 Off campus placements 1","/resources/infosys/infosys_interview_experience_2014_off_campus_placements_1_.pdf",415662,"infosys","Interview Prep","",30,50,"medium"
"infosys-res-infosys_materials","Infosys Materials","/resources/infosys/infosys_materials.docx",656030,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_3","Infosys Paid Material Pro 3","/resources/infosys/infosys_paid_material_pro_3.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_placement_papers_2014_with_solut","Infosys Placement Papers 2014 With Solutions Answers","/resources/infosys/infosys_placement_papers_2014_with_solutions_answers_.pdf",56237,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_sample_paper_for_campus_placemen","Infosys sample paper for campus placement and recruitment","/resources/infosys/infosys_sample_paper_for_campus_placement_and_recruitment.htm",7697,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_written_24th_march","infosys written 24th march","/resources/infosys/infosys_written_24th_march.docx",14606,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_written_help_1_","infosys written help 1","/resources/infosys/infosys_written_help_1_.docx",12150,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_written_help","infosys written help","/resources/infosys/infosys_written_help.docx",12150,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_written_questions-10-03-2018_1_","infosys written questions 10 03 2018 1","/resources/infosys/infosys_written_questions-10-03-2018_1_.docx",15345,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_written_questions-10-03-2018","infosys written questions 10 03 2018","/resources/infosys/infosys_written_questions-10-03-2018.docx",15345,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys-10th_march_and_11th_march-latest","infosys 10th march and 11th march latest 1","/resources/infosys/infosys-10th_march_and_11th_march-latest_1_.docx",37497,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_preparation","Infosys Preparation","/resources/infosys/infosys_preparation.docx",271085,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-quant_formula_book_2017","Quant Formula Book 2017","/resources/infosys/quant_formula_book_2017.pdf",621094,"infosys","Aptitude","",30,50,"medium"
"infosys-res-test1","TEST1","/resources/infosys/test1.htm",6040,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test2","TEST2","/resources/infosys/test2.htm",11599,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test3","TEST3","/resources/infosys/test3.htm",7664,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test4","TEST4","/resources/infosys/test4.htm",5892,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test5","TEST5","/resources/infosys/test5.htm",6312,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test6","TEST6","/resources/infosys/test6.htm",6260,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-test7","TEST7","/resources/infosys/test7.htm",8444,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_aptitude_test","Infosys Aptitude Test","/resources/infosys/infosys_aptitude_test.pdf",372744,"infosys","Aptitude","",30,50,"medium"
"infosys-res-infosys_class_work","Infosys Class work","/resources/infosys/infosys_class_work.pdf",661448,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_new1","Infosys New1","/resources/infosys/infosys_new1.pdf",86202,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_online_test","Infosys Online Test","/resources/infosys/infosys_online_test.pdf",234364,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_3","Infosys paid 3","/resources/infosys/infosys_paid_3.pdf",1465188,"infosys","Previous Year Questions","",60,100,"medium"
"infosys-res-infosys_paid_5","Infosys paid 5","/resources/infosys/infosys_paid_5.pdf",791634,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_6","Infosys paid 6","/resources/infosys/infosys_paid_6.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_1_2_","Infosys Paid Material 1 2","/resources/infosys/infosys_paid_material_1_2_.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_1-1","Infosys Paid Material 1 1","/resources/infosys/infosys_paid_material_1-1.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_1","Infosys Paid Material 1","/resources/infosys/infosys_paid_material_1.pdf",620849,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1_1_","Infosys Paid Material Pro 1 1","/resources/infosys/infosys_paid_material_pro_1_1_.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1_2_","Infosys Paid Material Pro 1 2","/resources/infosys/infosys_paid_material_pro_1_2_.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1_3_","Infosys Paid Material Pro 1 3","/resources/infosys/infosys_paid_material_pro_1_3_.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1-1_2_","Infosys Paid Material Pro 1 1 2","/resources/infosys/infosys_paid_material_pro_1-1_2_.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1-1","Infosys Paid Material Pro 1 1","/resources/infosys/infosys_paid_material_pro_1-1.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_1","Infosys Paid Material Pro 1","/resources/infosys/infosys_paid_material_pro_1.pdf",890397,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro","Infosys Paid Material Pro","/resources/infosys/infosys_paid_material_pro.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_material_pro_3_1_","Infosys Paid Material Pro 3 1","/resources/infosys/infosys_paid_material_pro_3_1_.pdf",648545,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_stuff_4_1_","infosys paid stuff 4 1","/resources/infosys/infosys_paid_stuff_4_1_.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_stuff_4_","infosys paid stuff 4","/resources/infosys/infosys_paid_stuff_4_.pdf",339996,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid_1_","Infosys paid 1","/resources/infosys/infosys_paid_1_.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
"infosys-res-infosys_paid","Infosys paid","/resources/infosys/infosys_paid.pdf",954769,"infosys","Previous Year Questions","",30,50,"medium"
